"Title"	"Description"	"Genre"	"Rating"	"Link"	"Date"
"Venom"	"Eddie Brock is a reporter—investigating people who want to go unnoticed. But after he makes a terrible discovery at the Life Foundation, he begins to transform into ‘Venom’. The Foundation has discovered creatures called symbiotes, and believes they’re the key to the next step in human evolution. Unwittingly bonded with one, Eddie discovers he has incredible new abilities—and a voice in his head that’s telling him to embrace the darkness."	"Science Fiction"	"65.0"	"/movie/335983"	"October 5, 2018"
"Fantastic Beasts: The Crimes of Grindelwald"	"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world."	"Family"	"70"	"/movie/338952"	"November 16, 2018"
"Kung Fu League"	"Martial arts comedy following a group of kung fu legends banding together to take on the bad guys. The legends includes VINCENT ZHAO reprising his role as ‘Wong Fei Hung’ with DENNIS TO once again portraying ‘Wing Chun’ master ‘Ip Man’, DANNY CHAN KWOK KWAN as ‘Chen Zhen’ and ANDY ON as master ‘Huo Yuan Jia’."	"Action"	"42.0"	"/movie/523873"	"October 19, 2018"
"Robin Hood"	"A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown."	"Adventure"	"62.0"	"/movie/375588"	"November 21, 2018"
"The Seven Deadly Sins: Prisoners of the Sky"	"Traveling in search of the rare ingredient, “sky fish” Meliodas and Hawk arrive at a palace that floats above the clouds. The people there are busy preparing a ceremony, meant to protect their home from a ferocious beast that awakens once every 3,000 years. But before the ritual is complete, the Six Knights of Black—a Demon Clan army—removes the seal on the beast, threatening the lives of everyone in the Sky Palace."	"Action"	"58.0"	"/movie/507569"	"August 18, 2018"
"Bohemian Rhapsody"	"Singer Freddie Mercury, guitarist Brian May, drummer Roger Taylor and bass guitarist John Deacon take the music world by storm when they form the rock 'n' roll band Queen in 1970. Hit songs become instant classics. When Mercury's increasingly wild lifestyle starts to spiral out of control, Queen soon faces its greatest challenge yet – finding a way to keep the band together amid the success and excess."	"Drama"	"82.0"	"/movie/424694"	"November 2, 2018"
"Smallfoot"	"A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village."	"Comedy"	"66.0"	"/movie/446894"	"September 28, 2018"
"The Predator"	"When a kid accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled female scientist can prevent the end of the human race."	"Science Fiction"	"52.0"	"/movie/346910"	"September 14, 2018"
"Mission: Impossible - Fallout"	"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe."	"Action"	"72.0"	"/movie/353081"	"July 27, 2018"
"Halloween"	"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago."	"Thriller"	"64.0"	"/movie/424139"	"October 19, 2018"
"Ralph Breaks the Internet"	"Taking place six years following the events of the first film, the story will center on Ralph's adventures in the Internet data space when a Wi-Fi router gets plugged into the arcade as he must find a replacement part to fix Sugar Rush."	"Family"	"75.0"	"/movie/404368"	"November 21, 2018"
"Avengers: Infinity War"	"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain."	"Adventure"	"83.0"	"/movie/299536"	"April 27, 2018"
"The Grinch"	"The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration."	"Animation"	"64.0"	"/movie/360920"	"November 9, 2018"
"The Nun"	"When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned."	"Horror"	"57.0"	"/movie/439079"	"September 7, 2018"
"The Equalizer 2"	"Robert McCall, who serves an unflinching justice for the exploited and oppressed, embarks on a relentless, globe-trotting quest for vengeance when a long-time girl friend is murdered."	"Thriller"	"63.0"	"/movie/345887"	"July 20, 2018"
"The House with a Clock in Its Walls"	"Lewis Barnavelt, a shy but indomitable ten-year-old orphan, goes to live with his uncle Jonathan, a former entertaining magician, who hides too many creepy secrets, in a creaky old house with a mysterious tick-tocking heart which Jonathan is obsessed to find with the assistance of his enigmatic next-door neighbor Mrs. Zimmerman."	"Horror"	"62.0"	"/movie/463821"	"September 21, 2018"
"Peppermint"	"A grieving mother transforms herself into a vigilante following the murders of her husband and daughter, eluding the authorities to deliver her own personal brand of justice."	"Action"	"64.0"	"/movie/458594"	"September 7, 2018"
"Night School"	"Teddy Walker is a successful salesman whose life takes an unexpected turn when he accidentally blows up his place of employment. Forced to attend night school to get his GED, Teddy soon finds himself dealing with a group of misfit students, his former high school nemesis and a feisty teacher who doesn't think he's too bright."	"Comedy"	"62.0"	"/movie/454293"	"September 28, 2018"
"The Meg"	"A deep sea submersible pilot revisits his past fears in the Mariana Trench, and accidentally unleashes the seventy foot ancestor of the Great White Shark believed to be extinct."	"Action"	"59.0"	"/movie/345940"	"August 10, 2018"
"Ant-Man and the Wasp"	"Just when his time under house arrest is about to end, Scott Lang puts again his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission."	"Action"	"70"	"/movie/363088"	"July 6, 2018"
"A Star Is Born"	"Seasoned musician Jackson Maine discovers—and falls in love with—struggling artist Ally. She has just about given up on her dream to make it big as a singer—until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons."	"Drama"	"74.0"	"/movie/332562"	"October 5, 2018"
"Speed Kills"	"Speedboat racing champion and multimillionaire, Ben Aronoff (Don Aronow), leads a double life that lands him in trouble with the law and drug lords."	"Crime"	"50"	"/movie/466411"	"November 16, 2018"
"The Christmas Chronicles"	"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas."	"Comedy"	"72.0"	"/movie/527435"	"November 22, 2018"
"First Man"	"A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969."	"History"	"71.0"	"/movie/369972"	"October 12, 2018"
"Incredibles 2"	"Elastigirl springs into action to save the day, while Mr. Incredible faces his greatest challenge yet – taking care of the problems of his three children."	"Action"	"76.0"	"/movie/260513"	"June 15, 2018"
"Mile 22"	"An elite group of American operatives, aided by a top-secret tactical command team, must transport an asset who holds life-threatening information to an extraction point 22 miles away through the hostile streets of an Asian city."	"Action"	"59.0"	"/movie/347375"	"August 17, 2018"
"Hunter Killer"	"An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general."	"Action"	"59.0"	"/movie/399402"	"October 26, 2018"
"Alpha"	"In the prehistoric past, Keda, a young and inexperienced hunter, struggles to return home after being separated from his tribe when bison hunting goes awry. On his way back he will find an unexpected ally."	"Adventure"	"55.0"	"/movie/399360"	"August 17, 2018"
"The Girl in the Spider's Web"	"Lisbeth Salander and Mikael Blomkvist find themselves caught in a web of spies, cyber-criminals and corrupt government officials - both in Sweden and in the United States - whom are only known as The Spider Society."	"Drama"	"53.0"	"/movie/446807"	"November 9, 2018"
"Guardians of the Galaxy"	"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser."	"Action"	"79.0"	"/movie/118340"	"August 1, 2014"
"Overlord"	"On the eve of D-Day during World War II, American paratroopers are caught behind enemy lines after their plane crashes on a mission to destroy a German Radio Tower in a small town outside of Normandy. After reaching their target, the paratroopers come to realize that besides fighting off Nazi soldiers, they also must fight against horrifying, bloody, and violent creatures that are a result of a secret Nazi experiment."	"Action"	"68.0"	"/movie/438799"	"November 9, 2018"
"Aquaman"	"The film reveals the origin story of half-human, half-Atlantean Arthur Curry and takes him on the journey of his lifetime—one that will not only force him to face who he really is, but to discover if he is worthy of who he was born to be… a king."	"Action"	"0"	"/movie/297802"	"December 21, 2018"
"Johnny English Strikes Again"	"Disaster strikes when a criminal mastermind reveals the identities of all active undercover agents in Britain. The secret service can now rely on only one man - Johnny English. Currently teaching at a minor prep school, Johnny springs back into action to find the mysterious hacker. For this mission to succeed, he’ll need all of his skills - what few he has - as the man with yesterday’s analogue methods faces off against tomorrow’s digital technology."	"Adventure"	"62.0"	"/movie/463272"	"October 26, 2018"
"Deadpool 2"	"Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life."	"Action"	"75.0"	"/movie/383498"	"May 18, 2018"
"Star Wars: The Last Jedi"	"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order."	"Fantasy"	"71.0"	"/movie/181808"	"December 15, 2017"
"Blue Film: Estimation"	"The film depicts the plight of a female office worker whose boss introduces to the world of pornographic films."	"[NULL]"	"13.0"	"/movie/143417"	"March 1, 1968"
"Solo: A Star Wars Story"	"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian."	"Action"	"66.0"	"/movie/348350"	"May 25, 2018"
"The Hobbit: The Battle of the Five Armies"	"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."	"Action"	"72.0"	"/movie/122917"	"December 17, 2014"
"Mortal Engines"	"Set in a world many thousands of years in the future. Earth’s cities now roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive Traction Cities, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the Outlands who will change the course of his life forever."	"Science Fiction"	"0"	"/movie/428078"	"December 14, 2018"
"Black Panther"	"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war."	"Action"	"73.0"	"/movie/284054"	"February 16, 2018"
"How the Grinch Stole Christmas"	"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch."	"Family"	"65.0"	"/movie/8871"	"November 17, 2000"
"Thor: Ragnarok"	"Thor is on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the prophecy of destruction to his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela."	"Action"	"75.0"	"/movie/284053"	"November 3, 2017"
"Home Alone 3"	"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try break into his house to get it back."	"Comedy"	"51.0"	"/movie/9714"	"December 12, 1997"
"Jurassic World: Fallen Kingdom"	"Three years after the demise of Jurassic World, a volcanic eruption threatens the remaining dinosaurs on the isla Nublar, so Claire Dearing, the former park manager, recruits Owen Grady to help prevent the extinction of the dinosaurs once again."	"Action"	"65.0"	"/movie/351286"	"June 22, 2018"
"The Ballad of Buster Scruggs"	"Vignettes weaving together the stories of six individuals in the old West at the end of the Civil War. Following the tales of a sharp-shooting songster, a wannabe bank robber, two weary traveling performers, a lone gold prospector, a woman traveling the West to an uncertain future, and a motley crew of strangers undertaking a carriage ride."	"Comedy"	"74.0"	"/movie/537996"	"November 9, 2018"
"Aan Devathai"	"A husband and wife, who are poles apart, go through a lean patch after they start living separately."	"Drama"	"38.0"	"/movie/462391"	"October 12, 2018"
"Christopher Robin"	"Christopher Robin, now an adult focused on his life, work and family, suddenly meets his old friend Winnie the Pooh, so must embrace again his forgotten childhood to help him find the path to the Hundred Acre Wood and find out the whereabouts of his lost friends, who have mysteriously disappeared, while he is torn between the love for his family and the annoying demands of his employer who is forcing him to take harsh decisions."	"Animation"	"74.0"	"/movie/420814"	"August 3, 2018"
"The Little Mermaid"	"A young reporter and his niece discover a beautiful and enchanting creature they believe to be the real little mermaid."	"Adventure"	"55.0"	"/movie/385448"	"August 17, 2018"
"The Avengers"	"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"	"Science Fiction"	"76.0"	"/movie/24428"	"May 4, 2012"
"Harry Potter and the Philosopher's Stone"	"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame."	"Adventure"	"78.0"	"/movie/671"	"November 16, 2001"
"Crazy Rich Asians"	"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous."	"Comedy"	"69.0"	"/movie/455207"	"August 15, 2018"
"Elf"	"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher."	"Comedy"	"65.0"	"/movie/10719"	"October 9, 2003"
"Fantastic Beasts and Where to Find Them"	"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations."	"Adventure"	"74.0"	"/movie/259316"	"November 18, 2016"
"Outlaw King"	"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne."	"Drama"	"72.0"	"/movie/454227"	"November 9, 2018"
"Die Hard"	"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down."	"Action"	"76.0"	"/movie/562"	"July 15, 1988"
"Crayon Shin-chan: Burst Serving! Kung Fu Boys ~Ramen Rebellion~"	"Shin-chan is all set to challenge Kung Fu in the Chinatown of Kasukabe city, known as Aiyā Town. He and the Kasukabe Defence Force are going to put up a totally no-stunt Kung Fu challenge on the stage."	"Comedy"	"44.0"	"/movie/507562"	"April 13, 2018"
"Justice League"	"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth."	"Action"	"63.0"	"/movie/141052"	"November 17, 2017"
"The Maze Runner"	"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape."	"Action"	"71.0"	"/movie/198663"	"September 19, 2014"
"A Dog's Purpose"	"A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners."	"Comedy"	"71.0"	"/movie/381289"	"January 27, 2017"
"Teenage Mutant Ninja Turtles"	"The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan."	"Science Fiction"	"58.0"	"/movie/98566"	"August 8, 2014"
"Guardians of the Galaxy Vol. 2"	"The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage."	"Action"	"77.0"	"/movie/283995"	"May 5, 2017"
"Searching"	"After David Kim's 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop."	"Drama"	"76.0"	"/movie/489999"	"August 24, 2018"
"Batman v Superman: Dawn of Justice"	"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before."	"Action"	"58.0"	"/movie/209112"	"March 25, 2016"
"2.0"	"An ornithologist who commits suicide returns as fifth force to wreack vengeance on mankind for harming birds with mobile phone radiation. The only thing that is standing in his way is 2.0, the upgraded version of Chitti, the robot."	"Action"	"61.0"	"/movie/373449"	"November 29, 2018"
"Spider-Man: Into the Spider-Verse"	"Miles Morales is juggling his life between being a high school student and being Spider-Man. However, when Wilson "Kingpin" Fisk uses a super collider, another Spider-Man from another dimension, Peter Parker, accidentally winds up in Miles' dimension. As Peter trains Miles to become a better Spider-Man, they are soon joined by four other Spider-Men from across the "Spider-Verse". As all these clashing dimensions start to tear Brooklyn apart, Miles must help the others stop Fisk and return everyone to their own dimensions."	"Action"	"90"	"/movie/324857"	"December 14, 2018"
"The Happytime Murders"	"When the puppet cast of a '90s children's TV show begins to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case."	"Action"	"58.0"	"/movie/412988"	"August 24, 2018"
"A Christmas Prince: The Royal Wedding"	"A year after Amber helped Richard secure the crown. The two are set to tie the knot in a royal Christmas wedding — but their plans are jeopardized when Amber finds herself second-guessing whether or not she's cut out to be queen, and Richard is faced with a political crisis that threatens to tarnish not only the holiday season but the future of the kingdom."	"Romance"	"65.0"	"/movie/525041"	"November 30, 2018"
"Logan"	"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces."	"Action"	"77.0"	"/movie/263115"	"March 3, 2017"
"The Clovehitch Killer"	"A teenage boy begins to suspect that his wholesome, all-American dad is actually the serial killer terrorizing their small town."	"Drama"	"68.0"	"/movie/544431"	"November 16, 2018"
"The Princess Switch"	"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places."	"Romance"	"74.0"	"/movie/556803"	"November 16, 2018"
"BlacKkKlansman"	"Ron Stallworth, an African-American police officer from Colorado, successfully manages to infiltrate the local Ku Klux Klan and become the head of the local chapter."	"Crime"	"74.0"	"/movie/487558"	"July 30, 2018"
"Inception"	"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: "inception", the implantation of another person's idea into a target's subconscious."	"Action"	"82.0"	"/movie/27205"	"July 16, 2010"
"John Wick"	"Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him."	"Action"	"71.0"	"/movie/245891"	"October 24, 2014"
"Skyscraper"	"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building."	"Action"	"62.0"	"/movie/447200"	"July 13, 2018"
"Avengers: Age of Ultron"	"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure."	"Action"	"73.0"	"/movie/99861"	"May 1, 2015"
"Ready Player One"	"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune."	"Adventure"	"77.0"	"/movie/333339"	"March 29, 2018"
"The Nutcracker and the Four Realms"	"A young girl is transported into a magical world of gingerbread soldiers and an army of mice."	"Fantasy"	"62.0"	"/movie/426543"	"November 2, 2018"
"Creed II"	"Follows Adonis Creed's life inside and outside of the ring as he deals with new found fame, issues with his family, and his continuing quest to become a champion."	"Drama"	"74.0"	"/movie/480530"	"November 21, 2018"
"Interstellar"	"Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage."	"Adventure"	"82.0"	"/movie/157336"	"November 5, 2014"
"A-X-L"	"The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology."	"Science Fiction"	"54.0"	"/movie/438590"	"August 24, 2018"
"Doctor Strange"	"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil."	"Action"	"73.0"	"/movie/284052"	"November 4, 2016"
"Hotel Transylvania 3: Summer Vacation"	"Dracula, Mavis, Johnny and the rest of the Drac Pack take a vacation on a luxury Monster Cruise Ship, where Dracula falls in love with the ship’s captain, Ericka, who’s secretly a descendant of Abraham Van Helsing, the notorious monster slayer."	"Family"	"68.0"	"/movie/400155"	"June 30, 2018"
"Mamma Mia! Here We Go Again"	"Five years after meeting her three fathers, Sophie Sheridan prepares to open her mother’s hotel. In 1979, young Donna Sheridan meets the men who each could be Sophie’s biological father."	"Comedy"	"74.0"	"/movie/458423"	"July 20, 2018"
"Captain America: Civil War"	"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies."	"Adventure"	"73.0"	"/movie/271110"	"May 6, 2016"
"Asterix: The Magic Potion ’s Secret"	"May 28, 2018 - The tension is mounting, the magic potion bubbling… A new full-length animated feature, Asterix: The Secret of the Magic Potion, is coming to .."	"Animation"	"79.0"	"/movie/527729"	"December 5, 2018"
"National Lampoon's Christmas Vacation"	"It's Christmas time and the Griswolds are preparing for a family seasonal celebration, but things never run smoothly for Clark, his wife Ellen and their two kids. Clark's continual bad luck is worsened by his obnoxious family guests, but he manages to keep going knowing that his Christmas bonus is due soon."	"Comedy"	"72.0"	"/movie/5825"	"December 1, 1989"
"Widows"	"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist."	"Crime"	"67.0"	"/movie/401469"	"November 16, 2018"
"Bad Times at the El Royale"	"Seven strangers, each with a secret to bury, meet at Lake Tahoe's El Royale, a rundown hotel with a dark past in 1969. Over the course of one fateful night, everyone will have a last shot at redemption."	"Thriller"	"67.0"	"/movie/446021"	"October 12, 2018"
"Spider-Man: Homecoming"	"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges."	"Action"	"74.0"	"/movie/315635"	"July 7, 2017"
"Sicario: Day of the Soldado"	"Agent Matt Graver teams up with operative Alejandro Gillick to prevent Mexican drug cartels from smuggling terrorists across the United States border."	"Action"	"66.0"	"/movie/400535"	"June 29, 2018"
"Braven"	"A logger defends his family from a group of dangerous drug runners."	"Drama"	"60"	"/movie/459910"	"February 2, 2018"
"Papillon"	"Henri “Papillon” Charrière, a safecracker from the Parisian underworld, is wrongfully convicted and sentenced to life imprisonment in the penal colony of French Guiana, where forges a strong friendship with Louis Dega, a counterfeiter who needs his protection."	"Drama"	"75.0"	"/movie/433498"	"August 24, 2018"
"The Spy Who Dumped Me"	"Audrey and Morgan, two thirty-year-old best friends in Los Angeles, are thrust unexpectedly into an international conspiracy when Audrey’s ex-boyfriend shows up at their apartment with a team of deadly assassins on his trail."	"Action"	"64.0"	"/movie/454992"	"August 3, 2018"
"A Christmas Carol"	"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."	"Animation"	"67.0"	"/movie/17979"	"November 6, 2009"
"To All the Boys I've Loved Before"	"Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out."	"Comedy"	"80"	"/movie/466282"	"August 16, 2018"
"The Darkest Minds"	"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government."	"Science Fiction"	"68.0"	"/movie/445651"	"August 3, 2018"
"Blade Runner 2049"	"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."	"Science Fiction"	"74.0"	"/movie/335984"	"October 6, 2017"
"Now You See Me 2"	"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet."	"Action"	"68.0"	"/movie/291805"	"June 10, 2016"
"The Lord of the Rings: The Fellowship of the Ring"	"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."	"Adventure"	"82.0"	"/movie/120"	"December 19, 2001"
"The Lion King"	"A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it."	"Family"	"82.0"	"/movie/8587"	"June 23, 1994"
